household_id,country,urban_rural,income_decile,age_head_band,household_size,dwelling_type,dwelling_age_band,building_efficiency_class,heating_fuel,annual_income_eur,annual_energy_spend_eur,is_energy_burdened
4350,PT,urban,10,35-65,3,apartment,20-50yr,F,gas,52180.79,927.49,0
4351,IT,suburban,10,35-65,1,other,20-50yr,B,oil,55196.88,263.9,0
4352,IT,suburban,4,35-65,3,house,<20yr,C,oil,17245.14,609.76,0
4353,PT,urban,5,<35,5,apartment,20-50yr,E,wood,18977.93,1302.9,0
4354,IT,suburban,5,35-65,5,apartment,>50yr,F,gas,21251.97,1393.12,0
4355,LV,suburban,1,35-65,2,apartment,<20yr,A,gas,6605.32,884.35,1
4356,PT,urban,9,35-65,3,house,20-50yr,B,electric,44185.9,530.11,0
4357,LV,rural,8,<35,2,other,20-50yr,B,oil,30474.92,408.51,0
4358,IT,suburban,4,35-65,5,apartment,20-50yr,D,wood,17433.13,774.55,0
4359,ES,suburban,6,<35,2,apartment,>50yr,E,gas,26807.7,619.58,0
4360,PT,urban,4,>65,4,other,>50yr,G,wood,15230.74,2081.37,1
4361,IT,urban,3,>65,1,house,>50yr,B,gas,16346.01,747.47,0
4362,ES,urban,4,>65,2,house,>50yr,E,electric,22884.04,1355.53,0
4363,PT,suburban,2,<35,1,apartment,20-50yr,D,electric,9978.06,1444.99,1
4364,LV,suburban,9,<35,2,apartment,20-50yr,D,gas,42076.45,669.94,0
4365,PT,suburban,7,>65,2,house,20-50yr,B,district,35980.83,591.77,0
4366,IT,urban,10,35-65,2,apartment,20-50yr,C,electric,41997.78,365.06,0
4367,ES,suburban,1,35-65,4,house,>50yr,C,gas,8040.17,1827.04,1
4368,ES,rural,7,35-65,4,house,20-50yr,F,gas,28671.09,1296.4,0
4369,IT,suburban,6,<35,2,apartment,20-50yr,E,wood,28615.41,618.94,0
4370,ES,suburban,7,35-65,1,apartment,20-50yr,E,wood,28916.94,520.36,0
4371,IT,rural,10,>65,4,house,<20yr,E,gas,58858.03,964.21,0
4372,IT,urban,4,35-65,3,other,20-50yr,D,gas,15467.27,774.65,0
4373,ES,suburban,2,35-65,3,apartment,20-50yr,C,electric,12687.71,1232.14,0
4374,IT,rural,1,>65,1,house,20-50yr,A,electric,6761.21,791.07,1
4375,ES,suburban,5,35-65,2,apartment,20-50yr,B,gas,23930.29,379.16,0
4376,IT,urban,2,<35,4,other,>50yr,C,electric,11126.44,1344.52,1
4377,PT,rural,2,35-65,1,house,>50yr,G,electric,7727.07,3135.73,1
4378,IT,urban,2,<35,2,apartment,20-50yr,G,gas,11104.51,2143.37,1
4379,LV,urban,3,35-65,3,house,20-50yr,F,gas,15334.44,2864.7,1
4380,IT,urban,2,35-65,3,house,<20yr,E,gas,9147.6,1771.96,1
4381,ES,suburban,5,<35,1,house,<20yr,E,gas,18494.48,650.39,0
4382,IT,urban,7,<35,2,apartment,20-50yr,E,district,30402.4,575.87,0
4383,IT,suburban,3,35-65,4,house,>50yr,E,gas,12965.92,1980.21,1
4384,ES,rural,2,35-65,2,house,>50yr,C,gas,11557.48,1355.32,1
4385,PT,suburban,6,35-65,3,apartment,20-50yr,G,wood,24227.5,1233.74,0
4386,LV,suburban,1,35-65,3,apartment,>50yr,F,district,6563.26,3715.83,1
4387,IT,rural,8,35-65,5,house,20-50yr,C,wood,51048.48,472.63,0
4388,IT,rural,4,>65,1,house,>50yr,E,gas,16630.27,1015.34,0
4389,PT,urban,5,<35,3,apartment,20-50yr,F,electric,21395.11,1296.91,0
4390,ES,urban,3,35-65,2,house,>50yr,G,oil,18263.75,1917.64,1
4391,IT,suburban,3,<35,2,apartment,20-50yr,D,wood,15934.58,730.57,0
4392,PT,rural,2,35-65,2,house,<20yr,D,gas,11941.52,1602.26,1
4393,ES,suburban,6,35-65,3,apartment,20-50yr,D,gas,29298.77,679.34,0
4394,PT,urban,2,<35,1,apartment,20-50yr,D,gas,11948.58,1479.14,1
4395,ES,suburban,7,<35,1,other,>50yr,C,oil,32586.86,335.98,0
4396,ES,suburban,3,35-65,1,house,20-50yr,A,gas,15243.11,423.08,0
4397,IT,suburban,6,35-65,1,apartment,>50yr,D,electric,24375.14,701.26,0
4398,PT,rural,6,>65,1,other,<20yr,D,electric,29373.56,1195.96,0
4399,IT,suburban,7,>65,1,other,>50yr,F,wood,33193.81,699.18,0
4400,PT,suburban,8,35-65,2,house,>50yr,E,district,25497.32,660.59,0
4401,PT,suburban,6,<35,1,apartment,20-50yr,D,oil,28403.13,579.43,0
4402,PT,suburban,9,<35,4,apartment,20-50yr,D,gas,38175.12,772.69,0
4403,IT,suburban,3,35-65,3,house,<20yr,F,wood,14519.54,1552.28,1
4404,IT,suburban,8,>65,1,other,<20yr,D,gas,28013.29,575.89,0
4405,ES,suburban,4,35-65,2,apartment,<20yr,E,gas,16033.91,773.86,0
4406,ES,suburban,7,<35,1,apartment,>50yr,C,electric,28404.43,397.15,0
4407,LV,suburban,5,35-65,3,apartment,>50yr,A,oil,22760.39,416.42,0
4408,ES,urban,10,>65,4,apartment,<20yr,G,gas,50359.03,1622.37,0
4409,LV,suburban,3,35-65,2,house,>50yr,C,gas,10116.59,1415.14,1
4410,IT,suburban,6,35-65,5,apartment,>50yr,D,gas,23227.3,933.42,0
4411,ES,urban,2,35-65,3,house,20-50yr,B,electric,10389.66,1196.86,1
4412,IT,urban,7,35-65,3,house,>50yr,E,oil,32988.47,750.39,0
4413,PT,urban,1,35-65,2,apartment,>50yr,F,electric,8179.67,3326.39,1
4414,IT,rural,5,35-65,2,house,20-50yr,E,electric,18718.71,937.59,0
4415,IT,rural,1,35-65,2,apartment,>50yr,G,wood,8339.46,2181.18,1
4416,PT,suburban,4,35-65,3,apartment,20-50yr,C,electric,23040.44,938.26,0
4417,ES,urban,5,35-65,3,apartment,<20yr,D,electric,25029.98,991.79,0
4418,IT,suburban,4,<35,3,apartment,20-50yr,G,electric,13141.54,1353.13,1
4419,IT,suburban,4,<35,3,apartment,20-50yr,D,oil,25367.48,635.8,0
4420,ES,rural,2,<35,3,other,>50yr,F,wood,13137.44,1668.49,1
4421,IT,urban,8,<35,1,apartment,20-50yr,E,gas,45664.8,549.75,0
4422,IT,urban,8,35-65,3,apartment,20-50yr,C,wood,28661.03,541.2,0
4423,ES,suburban,5,>65,1,house,20-50yr,G,electric,19734.79,1563.59,0
4424,IT,urban,1,35-65,1,other,>50yr,D,district,8738.32,1333.57,1
4425,ES,suburban,1,35-65,3,apartment,<20yr,E,electric,6761.23,2345.52,1
4426,ES,suburban,7,>65,1,apartment,20-50yr,C,electric,32471.83,576.69,0
4427,IT,urban,10,>65,1,apartment,20-50yr,E,gas,70268.4,717.27,0
4428,IT,urban,9,35-65,4,apartment,<20yr,E,electric,40903.75,743.57,0
4429,IT,suburban,5,<35,1,apartment,>50yr,C,electric,27113.38,541.66,0
4430,IT,rural,5,<35,6,house,>50yr,G,wood,23333.65,885.82,0
4431,IT,suburban,2,>65,1,apartment,20-50yr,B,wood,8323.59,666.47,0
4432,LV,urban,1,<35,1,apartment,>50yr,D,electric,7022.41,2209.69,1
4433,PT,suburban,8,35-65,1,house,>50yr,A,wood,42510.79,220.4,0
4434,ES,suburban,5,35-65,4,apartment,<20yr,E,wood,17987.75,873.58,0
4435,ES,suburban,5,35-65,3,apartment,<20yr,D,district,24690.17,682.46,0
4436,ES,suburban,4,35-65,4,house,20-50yr,E,gas,19181.35,1114.29,0
4437,PT,urban,4,35-65,2,apartment,20-50yr,E,gas,18339.77,1249.0,0
4438,IT,suburban,10,35-65,2,apartment,20-50yr,F,district,50437.85,591.63,0
4439,IT,suburban,9,>65,3,apartment,20-50yr,G,electric,44986.88,1301.93,0
4440,IT,urban,7,<35,4,house,>50yr,G,electric,38612.16,1133.6,0
4441,IT,suburban,4,>65,4,house,<20yr,D,electric,16505.51,1192.39,0
4442,IT,rural,8,35-65,2,apartment,20-50yr,F,gas,39450.08,880.15,0
4443,LV,suburban,4,<35,5,apartment,20-50yr,B,gas,23644.91,778.54,0
4444,LV,urban,6,>65,3,apartment,20-50yr,B,gas,26003.26,811.59,0
4445,IT,suburban,2,>65,3,apartment,>50yr,D,electric,10219.52,1784.23,1
4446,ES,urban,8,>65,5,house,>50yr,D,electric,33391.15,1270.18,0
4447,ES,suburban,1,>65,1,other,20-50yr,E,electric,5852.59,2263.84,1
4448,ES,suburban,8,35-65,3,apartment,20-50yr,D,gas,30018.18,816.94,0
4449,ES,urban,7,<35,2,apartment,20-50yr,E,gas,31561.49,613.11,0
4450,IT,urban,1,<35,4,house,20-50yr,G,electric,9252.71,3007.94,1
4451,PT,rural,6,>65,2,apartment,>50yr,C,gas,23452.11,932.24,0
4452,LV,urban,3,>65,2,apartment,20-50yr,D,wood,16161.03,1715.54,1
4453,PT,rural,5,>65,6,other,>50yr,B,electric,24013.97,1135.25,0
4454,PT,suburban,1,>65,3,apartment,<20yr,C,gas,7126.52,2309.81,1
4455,ES,suburban,8,35-65,2,apartment,20-50yr,G,electric,32922.36,1308.75,0
4456,IT,urban,6,<35,1,apartment,20-50yr,A,electric,20428.99,222.57,0
4457,IT,urban,4,<35,3,house,>50yr,C,gas,19565.99,544.43,0
4458,ES,urban,9,35-65,4,house,20-50yr,D,oil,43024.16,686.67,0
4459,IT,suburban,7,35-65,5,apartment,>50yr,C,gas,34272.74,740.2,0
4460,PT,rural,7,<35,2,house,>50yr,E,gas,29732.54,876.28,0
4461,ES,rural,2,>65,1,apartment,20-50yr,G,gas,9552.57,2647.31,1
4462,ES,urban,6,35-65,3,other,20-50yr,F,electric,28101.93,1026.65,0
4463,IT,urban,8,35-65,3,apartment,20-50yr,D,oil,26743.51,690.99,0
4464,LV,urban,10,>65,1,apartment,20-50yr,E,wood,52287.9,845.59,0
4465,IT,rural,7,35-65,3,house,20-50yr,G,electric,26710.21,1158.97,0
4466,IT,urban,2,35-65,4,apartment,20-50yr,C,gas,13828.43,1399.3,1
4467,IT,urban,7,35-65,2,house,20-50yr,F,oil,39003.9,947.12,0
4468,PT,suburban,1,35-65,2,apartment,<20yr,E,electric,8524.24,3031.92,1
4469,LV,suburban,4,<35,2,apartment,<20yr,F,electric,16044.68,1742.82,1
4470,IT,urban,10,35-65,2,apartment,20-50yr,B,electric,71201.13,367.57,0
4471,LV,suburban,9,35-65,1,apartment,>50yr,F,electric,38723.38,925.67,0
4472,IT,urban,10,>65,1,apartment,>50yr,F,oil,44688.81,855.45,0
4473,ES,urban,4,>65,7,apartment,>50yr,E,electric,12989.39,1659.1,1
4474,IT,urban,7,<35,1,apartment,20-50yr,C,wood,30464.11,342.98,0
4475,ES,urban,8,>65,4,house,20-50yr,C,oil,27834.36,780.93,0
4476,PT,rural,3,<35,2,house,20-50yr,F,electric,17320.45,2408.16,1
4477,ES,suburban,10,<35,3,apartment,>50yr,E,gas,50413.86,638.11,0
4478,IT,suburban,10,35-65,4,apartment,20-50yr,G,gas,45348.41,1026.89,0
4479,PT,urban,2,>65,1,apartment,20-50yr,D,gas,13003.83,2322.58,1
4480,LV,suburban,8,>65,2,apartment,20-50yr,C,gas,41054.48,777.68,0
4481,ES,rural,5,>65,6,apartment,<20yr,F,gas,26951.38,1855.33,0
4482,ES,urban,7,<35,1,apartment,20-50yr,F,oil,23249.18,642.33,0
4483,PT,rural,6,<35,2,other,<20yr,E,gas,18771.83,854.78,0
4484,IT,suburban,3,<35,4,house,20-50yr,F,gas,17692.89,1602.36,0
4485,LV,suburban,1,35-65,3,apartment,>50yr,D,electric,5251.47,2987.14,1
4486,IT,urban,6,35-65,1,apartment,<20yr,C,wood,20833.3,401.04,0
4487,PT,suburban,9,<35,3,apartment,<20yr,B,gas,43358.33,479.34,0
4488,IT,suburban,9,35-65,1,apartment,>50yr,C,district,35225.98,340.1,0
4489,IT,rural,3,35-65,1,apartment,>50yr,E,wood,14450.82,959.41,0
4490,ES,rural,9,35-65,1,apartment,20-50yr,C,wood,36194.25,247.62,0
4491,ES,urban,4,35-65,2,apartment,20-50yr,G,oil,21236.32,1354.11,0
4492,LV,rural,6,35-65,2,apartment,20-50yr,C,wood,27842.04,549.87,0
4493,LV,rural,4,35-65,1,house,20-50yr,E,gas,18237.21,1223.8,0
4494,IT,suburban,6,35-65,2,apartment,>50yr,E,oil,23703.61,770.16,0
4495,IT,urban,6,35-65,3,other,<20yr,C,gas,21409.91,643.91,0
4496,ES,urban,7,<35,1,apartment,>50yr,E,gas,29399.9,543.09,0
4497,ES,urban,5,>65,2,apartment,20-50yr,G,district,17457.06,1393.6,0
4498,ES,urban,6,35-65,2,apartment,>50yr,G,electric,33328.74,1434.46,0
4499,LV,rural,7,<35,2,apartment,<20yr,C,gas,31471.68,646.91,0
4500,PT,urban,5,35-65,2,apartment,>50yr,E,gas,18430.49,1015.12,0
4501,IT,suburban,6,35-65,3,apartment,20-50yr,C,electric,31618.89,553.98,0
4502,ES,suburban,1,<35,6,apartment,20-50yr,D,wood,7944.8,1929.77,1
4503,ES,suburban,9,<35,3,apartment,20-50yr,D,wood,53038.32,417.31,0
4504,ES,urban,2,>65,1,apartment,20-50yr,G,gas,13506.46,2537.43,1
4505,IT,suburban,9,35-65,6,house,<20yr,E,gas,45909.49,1220.34,0
4506,ES,suburban,8,<35,4,house,<20yr,C,gas,29758.32,561.1,0
4507,ES,suburban,10,35-65,1,house,20-50yr,G,oil,50413.46,816.12,0
4508,IT,urban,1,35-65,2,other,20-50yr,E,electric,13705.63,2494.7,1
4509,PT,suburban,3,35-65,2,apartment,20-50yr,B,oil,12889.08,758.42,0
4510,IT,urban,1,35-65,1,house,>50yr,F,electric,7697.06,2559.59,1
4511,ES,suburban,5,<35,3,apartment,20-50yr,E,gas,19564.95,979.16,0
4512,ES,urban,10,<35,3,apartment,<20yr,D,gas,47769.67,486.53,0
4513,LV,urban,8,>65,2,house,20-50yr,C,gas,40009.28,943.12,0
4514,IT,rural,8,35-65,2,apartment,20-50yr,C,oil,29449.69,488.26,0
4515,IT,urban,9,>65,2,apartment,>50yr,C,electric,37961.79,560.33,0
4516,IT,rural,1,<35,2,apartment,20-50yr,F,district,8379.12,1882.16,1
4517,ES,rural,8,35-65,5,apartment,>50yr,C,gas,34671.86,616.23,0
4518,IT,urban,4,35-65,1,apartment,>50yr,D,district,17933.39,755.77,0
4519,PT,urban,7,35-65,1,house,>50yr,G,gas,29860.75,1194.19,0
4520,IT,urban,8,35-65,2,apartment,20-50yr,G,gas,30195.31,987.57,0
4521,IT,rural,7,35-65,2,apartment,20-50yr,F,gas,37370.61,737.21,0
4522,ES,suburban,5,<35,1,apartment,>50yr,F,gas,24927.57,804.5,0
4523,PT,urban,7,<35,1,other,>50yr,G,gas,25993.77,1128.38,0
4524,LV,suburban,5,35-65,1,other,>50yr,F,gas,22556.81,1182.13,0
4525,PT,urban,7,<35,3,house,>50yr,D,electric,27871.6,814.65,0
4526,ES,suburban,5,<35,1,apartment,>50yr,B,wood,24705.52,246.93,0
4527,PT,suburban,4,>65,1,apartment,>50yr,C,oil,19906.42,731.32,0
4528,PT,urban,3,35-65,2,apartment,20-50yr,D,wood,16902.59,1093.0,0
4529,IT,rural,4,35-65,2,house,20-50yr,C,oil,15181.97,614.1,0
4530,ES,urban,8,>65,2,apartment,20-50yr,D,district,29379.58,610.22,0
4531,PT,suburban,9,35-65,1,house,>50yr,B,gas,32538.58,325.28,0
4532,IT,suburban,2,<35,5,apartment,20-50yr,E,district,16431.06,1607.5,0
4533,PT,rural,2,35-65,3,house,20-50yr,D,electric,12601.49,2268.55,1
4534,ES,suburban,6,35-65,5,apartment,>50yr,C,electric,30132.96,861.14,0
4535,ES,rural,8,35-65,4,apartment,20-50yr,E,electric,29033.66,908.83,0
4536,IT,urban,2,35-65,1,apartment,<20yr,C,gas,12100.16,928.69,0
4537,PT,rural,4,>65,1,house,>50yr,D,gas,13517.08,1140.03,0
4538,LV,urban,1,<35,2,house,20-50yr,C,electric,8565.22,1969.81,1
4539,IT,suburban,1,<35,2,apartment,20-50yr,E,wood,8024.6,1481.99,1
4540,ES,urban,2,35-65,2,other,20-50yr,G,wood,10518.68,1963.35,1
4541,IT,rural,8,35-65,4,apartment,>50yr,B,gas,33188.62,362.35,0
4542,IT,rural,9,35-65,2,apartment,20-50yr,F,gas,51293.7,701.31,0
4543,LV,urban,5,<35,2,apartment,20-50yr,G,electric,19415.7,1761.7,0
4544,ES,suburban,2,<35,1,apartment,20-50yr,G,gas,13475.86,2109.86,1
4545,ES,suburban,10,35-65,3,house,20-50yr,F,gas,54610.68,830.58,0
4546,IT,urban,3,>65,2,apartment,20-50yr,E,gas,14807.1,1719.13,1
4547,LV,suburban,2,<35,1,apartment,20-50yr,B,oil,11946.48,809.55,0
4548,IT,suburban,2,>65,2,apartment,>50yr,B,gas,11785.21,1197.36,1
4549,PT,suburban,4,35-65,1,house,>50yr,C,gas,18110.1,621.79,0
4550,IT,urban,8,<35,2,other,20-50yr,D,gas,49720.1,603.16,0
4551,IT,rural,4,35-65,1,house,20-50yr,G,electric,20728.72,1131.21,0
4552,PT,urban,5,35-65,2,apartment,>50yr,C,gas,14310.89,677.85,0
4553,IT,suburban,4,35-65,1,apartment,20-50yr,E,electric,16961.87,715.66,0
4554,PT,urban,10,35-65,3,apartment,>50yr,G,wood,68733.9,941.86,0
4555,IT,urban,7,35-65,3,other,20-50yr,A,gas,26555.34,271.94,0
4556,PT,urban,7,<35,4,apartment,<20yr,A,gas,30020.91,332.56,0
4557,PT,urban,5,>65,2,other,<20yr,C,gas,21251.41,923.87,0
4558,PT,suburban,6,>65,3,house,<20yr,C,district,31743.48,1004.81,0
4559,IT,suburban,9,35-65,2,house,>50yr,D,electric,36752.02,639.82,0
4560,PT,suburban,7,35-65,4,house,20-50yr,D,wood,26198.62,823.73,0
4561,LV,suburban,9,>65,1,apartment,>50yr,E,wood,46387.4,980.6,0
4562,IT,urban,1,<35,2,apartment,>50yr,B,district,8424.52,671.69,0
4563,IT,urban,9,>65,2,apartment,20-50yr,E,wood,46502.67,704.61,0
4564,PT,suburban,10,35-65,5,apartment,>50yr,C,gas,57723.97,777.94,0
4565,IT,suburban,7,>65,3,house,>50yr,D,electric,29471.46,1099.86,0
4566,PT,suburban,10,35-65,3,apartment,20-50yr,A,district,59822.3,237.3,0
4567,PT,urban,6,35-65,3,house,>50yr,F,electric,25782.07,1372.68,0
4568,IT,rural,3,35-65,1,house,>50yr,E,wood,13486.55,917.87,0
4569,ES,urban,7,<35,2,apartment,20-50yr,C,district,29716.04,419.9,0
4570,ES,suburban,7,<35,2,apartment,<20yr,E,electric,27667.33,750.5,0
4571,IT,urban,2,>65,3,apartment,20-50yr,D,oil,9891.8,1934.33,1
4572,LV,suburban,3,<35,4,apartment,>50yr,F,electric,15221.27,2267.4,1
4573,IT,urban,3,<35,4,house,>50yr,G,gas,11507.87,2246.33,1
4574,ES,suburban,6,35-65,2,house,>50yr,B,gas,27721.51,425.41,0
4575,PT,urban,2,35-65,4,house,>50yr,D,electric,10573.19,2623.98,1
4576,IT,suburban,8,35-65,2,apartment,20-50yr,C,district,35447.19,435.75,0
4577,PT,urban,2,<35,3,house,>50yr,F,district,10711.38,2063.96,1
4578,IT,suburban,10,35-65,2,house,20-50yr,A,gas,59312.4,214.97,0
4579,ES,urban,7,>65,7,other,>50yr,E,wood,37458.08,1230.28,0
4580,IT,urban,4,<35,5,house,20-50yr,G,gas,22936.59,1330.27,0
4581,PT,suburban,4,35-65,3,house,20-50yr,D,electric,20477.85,1248.06,0
4582,PT,urban,7,35-65,4,apartment,20-50yr,F,district,30355.47,1259.37,0
4583,PT,urban,1,35-65,1,house,20-50yr,B,district,9019.16,895.85,0
4584,LV,rural,8,>65,3,apartment,<20yr,G,electric,26581.78,2099.94,0
4585,PT,rural,6,>65,7,apartment,20-50yr,F,electric,27386.74,3081.76,1
4586,PT,rural,3,35-65,2,apartment,20-50yr,D,gas,14842.71,1471.47,0
4587,ES,urban,9,35-65,1,apartment,>50yr,B,oil,34106.7,295.17,0
4588,LV,suburban,7,35-65,1,apartment,<20yr,E,gas,27495.76,1077.71,0
4589,ES,suburban,2,35-65,1,apartment,<20yr,E,gas,11467.72,1927.67,1
4590,LV,urban,7,35-65,3,house,20-50yr,B,wood,31767.67,483.2,0
4591,IT,suburban,5,<35,6,house,20-50yr,G,gas,24242.36,1203.36,0
4592,ES,urban,8,>65,3,other,20-50yr,F,oil,46245.97,1216.26,0
4593,PT,rural,5,35-65,3,house,>50yr,G,electric,20535.27,1664.88,0
4594,IT,suburban,10,<35,4,apartment,20-50yr,C,gas,46369.28,436.83,0
4595,IT,suburban,10,>65,4,house,20-50yr,D,gas,62216.69,828.33,0
4596,LV,suburban,1,35-65,4,house,>50yr,C,gas,9704.79,2242.14,1
4597,ES,urban,5,35-65,3,apartment,20-50yr,C,gas,25397.54,632.36,0
4598,IT,urban,3,35-65,1,other,20-50yr,B,electric,15024.32,742.71,0
4599,IT,suburban,5,>65,5,other,>50yr,B,electric,28346.36,849.76,0
4600,ES,suburban,2,>65,2,apartment,20-50yr,E,electric,10557.2,2423.07,1
4601,ES,suburban,6,35-65,2,house,<20yr,C,wood,31778.05,450.77,0
4602,LV,urban,2,35-65,1,apartment,<20yr,B,wood,9242.94,792.23,0
4603,LV,suburban,7,>65,3,other,>50yr,E,oil,21354.81,1489.15,0
4604,PT,urban,5,>65,3,house,>50yr,F,electric,17601.67,1899.19,1
4605,PT,urban,10,<35,4,apartment,20-50yr,F,oil,50458.54,947.55,0
4606,IT,rural,9,35-65,3,house,20-50yr,E,gas,43004.49,840.08,0
4607,LV,suburban,7,>65,4,apartment,20-50yr,C,gas,26083.44,1015.03,0
4608,IT,suburban,5,<35,1,apartment,<20yr,E,gas,21406.36,706.23,0
4609,IT,rural,8,35-65,1,house,>50yr,E,oil,39667.85,602.6,0
4610,LV,urban,7,35-65,2,house,20-50yr,C,electric,31629.75,815.74,0
4611,LV,rural,2,35-65,3,apartment,>50yr,B,district,10775.02,1142.87,1
4612,IT,suburban,4,35-65,1,house,>50yr,G,gas,20959.55,1066.19,0
4613,PT,suburban,10,<35,1,apartment,20-50yr,B,gas,48777.39,383.25,0
4614,ES,urban,4,35-65,2,apartment,>50yr,C,gas,16878.17,477.15,0
4615,IT,urban,1,35-65,3,house,>50yr,C,wood,7366.51,937.91,1
4616,IT,urban,9,>65,1,apartment,20-50yr,G,electric,47423.44,1050.46,0
4617,IT,urban,10,35-65,1,apartment,20-50yr,E,electric,51599.43,618.66,0
4618,ES,urban,7,<35,2,other,>50yr,G,electric,31855.87,1074.89,0
4619,ES,suburban,7,>65,1,house,20-50yr,F,gas,33907.87,1064.51,0
4620,ES,suburban,4,35-65,3,house,>50yr,F,wood,16218.79,813.08,0
4621,IT,urban,4,35-65,2,house,20-50yr,C,wood,13769.42,496.21,0
4622,LV,suburban,10,35-65,6,house,>50yr,D,electric,53172.92,1195.41,0
4623,ES,rural,9,35-65,5,house,>50yr,F,gas,38162.64,1177.02,0
4624,LV,suburban,5,>65,1,apartment,20-50yr,G,oil,19070.9,1633.06,0
4625,IT,suburban,4,35-65,1,apartment,20-50yr,G,oil,12079.7,845.07,0
4626,ES,suburban,2,>65,1,apartment,20-50yr,G,district,8626.46,2236.11,1
4627,PT,urban,1,35-65,4,apartment,>50yr,E,gas,9019.95,3294.17,1
4628,IT,urban,5,35-65,1,apartment,<20yr,D,district,18245.33,575.67,0
4629,IT,rural,6,35-65,2,house,>50yr,E,wood,29733.25,630.92,0
4630,IT,suburban,7,<35,4,house,20-50yr,D,gas,26946.52,605.56,0
4631,IT,suburban,9,>65,3,other,>50yr,C,oil,46253.9,569.56,0
4632,ES,rural,4,<35,2,apartment,<20yr,D,gas,16847.8,758.54,0
4633,IT,urban,2,>65,3,apartment,>50yr,B,gas,12125.86,1489.83,1
4634,IT,urban,9,<35,4,apartment,20-50yr,B,electric,41395.83,391.19,0
4635,ES,suburban,8,35-65,1,apartment,20-50yr,D,gas,37170.22,606.27,0
4636,IT,urban,6,>65,1,apartment,>50yr,E,gas,30069.18,813.43,0
4637,IT,suburban,1,35-65,2,other,<20yr,E,oil,8585.72,2093.28,1
4638,PT,rural,5,<35,1,apartment,<20yr,E,district,18940.29,727.64,0
4639,IT,suburban,7,35-65,3,house,<20yr,F,gas,22651.4,849.21,0
4640,IT,urban,9,<35,4,apartment,20-50yr,D,gas,42303.02,637.38,0
4641,IT,suburban,6,>65,1,apartment,>50yr,D,gas,26666.85,735.56,0
4642,IT,urban,5,<35,1,house,<20yr,E,gas,21490.68,721.82,0
4643,ES,rural,4,35-65,1,other,>50yr,B,district,15340.94,401.18,0
4644,IT,urban,5,<35,1,apartment,20-50yr,E,electric,21483.22,606.89,0
4645,IT,rural,1,35-65,5,other,>50yr,F,oil,8832.31,2897.06,1
4646,LV,suburban,2,>65,2,apartment,20-50yr,C,electric,13557.32,2089.38,1
4647,LV,urban,8,>65,2,house,>50yr,G,district,34800.24,1786.76,0
4648,IT,suburban,4,35-65,5,apartment,20-50yr,C,electric,25298.46,862.77,0
4649,IT,urban,9,<35,1,apartment,>50yr,E,district,53473.61,417.73,0
4650,ES,suburban,4,<35,4,house,20-50yr,G,electric,17947.35,1148.47,0
4651,PT,rural,10,>65,1,house,20-50yr,F,district,57201.33,1070.38,0
4652,PT,rural,2,<35,3,house,>50yr,E,electric,13547.93,2224.79,1
4653,IT,urban,2,35-65,5,apartment,20-50yr,E,wood,9520.12,1727.11,1
4654,IT,suburban,6,35-65,7,house,20-50yr,B,gas,22165.28,642.72,0
4655,ES,rural,9,>65,2,apartment,20-50yr,E,oil,35445.87,752.79,0
4656,LV,rural,2,35-65,2,apartment,>50yr,E,electric,10586.96,2356.21,1
4657,LV,urban,6,35-65,2,apartment,>50yr,B,electric,21974.29,662.2,0
4658,IT,urban,3,>65,1,apartment,<20yr,B,electric,13274.09,779.32,0
4659,ES,rural,8,>65,5,apartment,>50yr,G,gas,35813.2,1629.04,0
4660,IT,urban,6,35-65,3,house,20-50yr,C,district,20330.21,481.37,0
4661,PT,urban,7,35-65,1,apartment,<20yr,G,electric,36823.34,1128.27,0
4662,LV,suburban,3,35-65,1,house,<20yr,C,gas,16740.67,1055.82,0
4663,ES,urban,3,35-65,1,apartment,<20yr,D,oil,13066.72,1050.23,0
4664,IT,rural,7,<35,1,house,20-50yr,E,oil,37467.57,595.58,0
4665,ES,urban,4,35-65,5,apartment,20-50yr,E,gas,18550.03,1357.69,0
4666,ES,suburban,7,35-65,6,apartment,<20yr,D,gas,35377.26,947.13,0
4667,PT,rural,2,<35,3,house,20-50yr,D,electric,8974.75,2212.41,1
4668,IT,rural,4,<35,4,other,>50yr,D,wood,16638.98,574.28,0
4669,LV,rural,2,35-65,4,other,20-50yr,F,gas,12086.97,3858.44,1
4670,IT,rural,1,<35,4,apartment,20-50yr,D,gas,7805.69,1586.16,1
4671,IT,urban,3,35-65,2,other,>50yr,E,oil,13635.5,1236.59,0
4672,IT,rural,5,35-65,1,house,<20yr,D,gas,20654.26,667.51,0
4673,IT,rural,2,35-65,3,other,>50yr,D,wood,11633.79,1285.63,1
4674,IT,suburban,1,35-65,2,apartment,<20yr,C,wood,8134.88,1093.13,1
4675,PT,urban,9,35-65,2,apartment,<20yr,C,wood,54321.11,402.03,0
4676,IT,urban,6,35-65,1,apartment,20-50yr,F,gas,21551.87,904.97,0
4677,IT,suburban,8,35-65,2,house,<20yr,G,gas,36514.05,998.5,0
4678,IT,suburban,8,35-65,3,apartment,<20yr,A,electric,40009.09,273.86,0
4679,IT,urban,2,>65,1,apartment,>50yr,C,gas,9127.98,1305.11,1
4680,LV,urban,7,<35,5,house,20-50yr,G,gas,28492.55,1880.71,0
4681,LV,suburban,9,35-65,1,other,<20yr,D,electric,44136.15,745.01,0
